ALink,SName,SLink,Lyric,Idiom
/abril/,Quanto Tempo,/abril/quanto-tempo.html,Quanto tempo passou. Só eu sei. Eu fico aqui perdido entre as lembranças. Que você deixou. O que te faz sonhar. Se eu me enganei. Se tudo aquilo que eu tinha. Você me tirou. Melhor assim. Já que eu não tenho. Mais pra onde ir. E pra você. Desejo sorte. E que alguém te faça ver. Que tudo pode ser tão diferente. Que você consiga mudar. E ver que o que queria. Não vale a pena. Não ter pra quem chamar. Não ter pra quem sorrir. Volte para o seu lugar. Mas se você quiser voltar. Eu estarei aqui por você. Mas se você quiser voltar. Eu estarei aqui por você. Para te esperar,PORTUGUESE
/abril/,Pode Ser,/abril/pode-ser.html,"Pode ser assim, eu finalmente deixo de. Tentar encontrar as palavras pra te ter aqui. Mas quero perguntar: Aonde você quer chegar?. Eu deixo a memória, e tudo que me faz lembrar. Sem ninguém ao meu lado. Eu vejo que eu não esqueci, eu sinto que me enganei. Sem ninguém ao meu lado. Eu penso que eu não vivi por todo tempo em que errei. E se não for perfeito, agora nada mais. Vai poder fazer você voltar, enfim.... E o que eu mais quero, tudo que eu espero. É ter você aqui. Pode ser assim, eu finalmente deixo de. Tentar encontrar as palavras pra te ter aqui. Dizia que eu sonhava acordado. Que eu era muito jovem pra aprender. Dizia que eu machuquei seu coração. Que eu tinha muito tempo pra entender. Pode ser assim... Pode ser assim!. E se não for perfeito, agora nada mais.... Qual dia perfeito sem você enfim?. Pode ser assim... Pode ser assim!. E o que eu mais quero, tudo que eu espero.... E o que eu mais quero, tudo que eu espero. É ter você aqui!. cahcastelli",PORTUGUESE
/abril/,Bons Dias,/abril/bons-dias.html,Tenha cuidado. Veja aonde vai pisar. Olhe para sua frente. Saiba caminhar. O dia ainda não nasceu. Eu vejo tudo a minha volta. Eu vejo aqui o teu olhar. Eu vejo tudo diferente. Aonde você possa estar. A noite ainda não morreu. Me diz o que te faz feliz (2x). Se algum dia encontrar você. E eu não chamar teu nome. É porque eu não sei viver sem você. Eu vejo tudo a minha volta. Eu vejo aqui o teu olhar. Eu vejo tudo diferente. Aonde você possa estar. Me diz o que te faz feliz. Me diz o que te faz feliz. Aonde você quer chegar?. Aonde eu queria estar?. Se tudo que eu tenho te faz lembrar. Bons dias. Se algum dia encontrar você. E eu não chamar teu nome. É porque eu não sei viver sem você. Se algum dia encontrar você. E eu não chamar teu nome. É porque eu não aprendi a viver,PORTUGUESE
/abril/,Tudo Ou Nada,/abril/tudo-ou-nada.html,"Preste atenção, não vá correr. Não tenho direção. Vou andando por aí. Esqueça a decisão. Não deixe de existir. Siga seu coração. Não pare de sorrir nunca mais. Eu bem que te falei. Mesmo sem ter razão. Tudo ou nada não. Mas preste atenção, não vá correr. Não tenho direção. Só quero que você me tire daqui. Eu bem que te falei. Mesmo sem ter razão. Tudo ou nada não. Eu bem que te avisei. E era ilusão. Tudo ou nada não. E eu que não quis te esperar. Fui eu quem não quis fazer você voltar. Eu bem que te falei. Mesmo sem ter razão. Tudo ou nada não. Eu bem que te avisei. E era ilusão. Tudo ou nada não",PORTUGUESE
/abril/,Aline,/abril/aline.html,"Lendas que não existem. Futuro, passado, ganhar ou perder (te perder). Fotos de uma estação. Que as cinzas de outono me impedem de ver (de te ver). Mas se em algum momento parar de chover. E as canções que eu fiz conseguirem dizer. Que o que eu sinto é pouco demais pra você. Quem sabe eu possa viver. Aonde está você? Que eu não esqueci. Aonde foi você quando eu parti?. Aline.... Você vai lembrar. De quando você me pediu pra ficar. E eu não pudia mais. Fui embora tão sozinho sozinho. Aonde está você? Que eu não esqueci. Aonde foi você quando eu parti?. Aline.... Você vai lembrar. Você vai lembrar. Você vai lembrar. De mim",PORTUGUESE
/abril/,Documento,/abril/documento.html,"Fala alguma coisa, acredita. Desabafa logo, abre a boca e grita. Me explica tudo, procura a salvação. Me mostra o caminho, sai dessa prisão. Não me diz que eu tô errado, para de dizer que não. Não me deixa aqui parado, não anda na contra-mão. Eu já tô muito cansado, eu não aguento confusão. Leva embora minha vida, abra o seu coração. E deixa o sol entrar. Não me diz que eu tô errado, para de dizer que não. Não me deixa aqui parado, não anda na contra-mão. Eu já tô muito cansado, eu não aguento confusão. Leva embora minha vida, abra o seu coração. E deixa o sol entrar. Será que sou eu que não tenho nada. Então é você e sua ilusão. Será que eu sou carta marcada?. Mas balas não vem em minha direção. Vão contra o seu coração. Só pare de sonhar.... Será que sou eu que não tenho nada. Então é você e sua ilusão. Será que eu sou carta marcada?. Mas balas não vem em minha direção. Vão contra o seu coração",PORTUGUESE
/abril/,Sua Canção,/abril/sua-cancao.html,"Só me diz, se é o que você sempre quis. Se isso vai te fazer pensar,. Se você não pode me ajudar. Deixa assim, deixa tudo para mim. Deixa eu ver o que sera. Deixa eu ser o mais feliz. Vou esperar por você em todo lugar,. Mesmo sabendo que não vai voltar. Ilusão, destroi o meu coração. Não me deixa mais sonhar, me impede de enxergar. Veja bem, faça o que quiser fazer. Mas não tente me prender. Eu posso te fazer mudar. Vou escutar, quando a sua canção tocar. Mesmo sabendo que não vai voltar. Você sempre foi assim, e pra mim. não podia mudar. qual a sua intenção. Aonde isso vai nos levar, nos levar. Vou esperar por você em todo lugar,. Mesmo sabendo que não vai chegar. Vou escutar quando sua canção tocar,. Mesmo sabendo que não quer voltar. Mesmo sabendo que não vai chegar. Mesmo sabendo que não vai voltar.. . /anacaaroliina",PORTUGUESE
/abril/,Aline 2,/abril/aline-2.html,"Lendas que não existem. Futuro, passado, ganhar ou perder (Te perder). Fotos de uma estação,. Que as cinzas de outono me impedem de ver (De te ver). Mas se em algum momento parar de chover. E as canções que eu fiz conseguirem dizer. Que o que eu sinto é pouco demais pra você. Quem sabe eu possa viver. Aonde está você?. Esqueci... Aonde foi você, quando eu parti?. Aline.. Você vai lembrar.... De quando você me pediu. Pra ficar eu não podia mais. Fui embora tão sozinho... Sozinho.. Aonde está você?. Que eu não esqueci. Aonde foi você quando eu parti?. Aonde está você?. Que eu não esqueci.. Aline.... Você vai lembrar... (4x). De mim.",PORTUGUESE
/abril/,Partindo Pt.1,/abril/partindo-pt-1.html,"Espero que você. Saiba tudo e não se lembre de me esperar. Não quero te dizer. Que a jogada não repete, que pode perder. Não posso te prender. Pelos crimes que eu acabo de te condenar. Só quero que você. Saiba: se eu partir agora eu posso te esquecer. Então se for assim, se eu nunca mais voltar. O que vai acontecer com você, quem você vai chamar?. A vida teve um fim, as mentiras que eu não quis te contar. Não consegue perceber? Parto pra nunca mais voltar. Espero que você. Saiba tudo e não se lembre de me esperar. Não quero te dizer. Que a jogada não repete, que pode perder. Não posso te prender. Pelos crimes que eu acabo de te condenar. Só quero que você. Saiba: se eu partir agora eu posso te esquecer. Então se for assim, se eu nunca mais voltar. O que vai acontecer com você, quem você vai chamar?. A vida teve um fim, as mentiras que eu não quis te contar. Não consegue perceber? Parto pra nunca mais voltar. Então se for assim, se eu nunca mais voltar. O que vai acontecer com você, quem você vai chamar?. A vida teve um fim, as mentiras que eu não quis te contar. Não consegue perceber? Parto pra nunca mais voltar. (Espero que você...). (Só quero te dizer...). cahcastelli",PORTUGUESE
/abril/,Piano Bar/Noite,/abril/piano-barnoite.html,"O que você me pede eu não posso fazer. Assim você me perde, eu perco você. Como um barco perde o rumo. Como uma árvore no outono perde a cor.. O que você não pode, eu não vou te pedir.. O que você não quer, eu não quero insistir.. Diga a verdade, doa a quem doer.. Doe sangue e me dê seu telefone.. Todos os dias eu venho ao mesmo lugar,. Às vezes fica longe, impossível de encontrar. Mas, quando o Bourbon é bom. Toda noite é noite de luar.. No táxi que me trouxe até aqui Willie Nelson me dava razão,. As últimas do esporte, hora certa, crime e religião.. Na verdade 'nada' é uma palavra esperando tradução.. Caiu a noite tão depressa. E eu ali parado esperando a música parar. Era uma noite dessas. E eu pensando porque eu fui te encontrar. Flores atiradas na calçada. Um adeus tão frio e mais nada. Seja como for. Se hoje eu não te tenho mais. Ter tudo não me satisfaz. E se eu não fui bom nisso. Se eu não soube te fazer feliz. Você foi um vício. Levou a minha paz. E no final da festa. Teu olho verde não mentia mais. E o que me resta. É ir embora, é ir embora. (é ir embora sem olhar para trás). Uma história muito mal contada. Página virada. Aonde foi que eu encontrei você?. Se hoje eu não te tenho mais. Ter tudo não me satisfaz. E se eu não fui bom nisso. Se eu não soube te fazer feliz. Você foi um vício. Eu conheci uma guria que eu já conhecia. de outros carnavais com outras fantasias. Ela apareceu, parecia tão sozinha.. Parecia que era minha aquela solidão.. No início era um precipício um corpo que caía. Depois virou um vício.. Foi tão difícil acordar no outro dia.. Ela apareceu, parecia tão sozinha.. Parecia que era minha aquela solidão.. Se hoje eu não te tenho mais. Ter tudo não me satisfaz. E se eu não fui bom nisso. Se eu não soube te fazer feliz. Você foi um vício. Levou a minha paz. Eu conheci uma guria que eu já conhecia. de outros carnavais com outras fantasias. Ela apareceu, parecia tão sozinha.. Parecia que era minha aquela solidão.",PORTUGUESE
/abril/,Vem Nessa,/abril/vem-nessa.html,"Mais um dia e nada. Esquecendo de viver. Uma história mal contada. Não lembrei de te esquecer. Tantos anos nessa estrada. Aonde estará você?. Mais um dia e mais nada. A vontade de te ver. É só o encontro. Que parece não acontecer. Mais um dia sem você.... Se soubesse tudo o que eu sei. Saberia que eu não errei.... Se vivesse tudo o que eu vivi. Saberia o quanto eu sofri.... Na cidade iluminada. Eu consegui te perder. Mais um dia e mais nada. A vontade de te ver. É só o encontro. Que parece não acontecer. Mais um dia sem você.... Se soubesse tudo o que eu sei. Saberia que eu não errei.... Se vivesse tudo o que eu vivi. Saberia o quanto eu sofri.... Me espera que eu vou chegar. Um dia lá eu vou estar.... Vem nessa que eu vou te levar. Pra longe, Pra qualquer lugar...",PORTUGUESE
/abril/,Sabrina,/abril/sabrina-punk.html,"Acendo um cigarro, olho para o lado vejo você. Em meio a tanta gente agitada sem saber o porque. Do lado uma cidade tão sem graça e sem nada pra fazer. Procuro o fim do mundo em um segundo pra tentar te esquecer. O dia tá escuro e eu procuro um meio de te dizer. Que a vida ta cansada e eu não agüento esse jogo de perder. O tempo dessa onda já passou da conta e eu não sei porque. Procuro no escuro uma razão para tentar te entender. Você ganhou,. E eu que tenho que ouvir você dizer. Que tudo que eu fiz não valeu nada. Não tenho medo de você. Você não tem medo de mim. Sentado e longe de você. Não fico até o fim. Eu disse tudo pra valer. Mas você não me disse sim. Me diz que não dá bola, joga fora, que nunca vai ceder. Achou que entendia e não queria mais saber de entender. Olhou para o meu olho tanto tempo e fez questão de dizer. Que aquilo não valia, que eu sabia e que era pra esquecer. E eu que tenho que ouvir você dizer. Que tudo que eu fiz não valeu nada. Não tenho medo de você. Você não tem medo de mim. Sentado e longe de você. Não fico até o fim. Eu disse tudo pra valer. Mas você não me disse.... Não tenho medo de você. Você não tem medo de mim. Sentado e longe de você. Não fico até o fim. Eu disse tudo pra valer. Mas você não me disse sim",PORTUGUESE
/abril/,1 Noite,/abril/1-noite.html,"Caiu a noite tão depressa. E eu ali parado, esperando a musica parar. Era uma noite dessas. E eu pensando, por que eu fui te encontrar?. Flores atiradas na calçada. Um adeus tão frio e mais nada. Seja como for.... Se hoje eu não te tenho mais. Ter tudo nao me satisfaz.... E se eu não fui bom nisso. Se eu não soube te fazer feliz. Você foi um vício. Levou a minha paz.... E no final da festa. Teu olho verde não mentia mais. E o que me resta. É ir embora, é ir embora.... Uma história muito mal contada, página virada. Aonde foi que eu encontrei você?. Se hoje eu não te tenho mais. Ter tudo não me satisfaz.... E se eu não fui bom nisso. Se eu não soube te fazer feliz. Você foi um vício.... Solo. Se hoje eu não te tenho mais. Ter tudo não me satisfaz.... E se eu não fui bom nisso. Se eu não soube te fazer feliz. Você foi um vício. Levou a minha paz...",PORTUGUESE
/abril/,Ajuda,/abril/ajuda.html,Não sei. O que eu vou te dizer. Sozinho é difícil crescer. Quem eu. Quem agora eu vou chamar. Espero que você entenda. Que eu não tenho aonde chegar. E como eu vou esquecer. Se você deixou de se importar. Com tudo que me faz viver. Com tudo que me faz acreditar. E como você se perdeu. Se é tão fácil de imaginar. Tudo aquilo que me faz crescer. Tudo aquilo que me faz sonhar. Eu cansei. Eu cansei de me arrepender. Ao menos eu tento enxergar. E hoje. Hoje como vai você. Tão longe de me ver lutar. E eu não tenho como chegar. E como eu vou esquecer. Se você deixou de se importar. Com tudo que me faz viver. Com tudo que me faz acreditar. E como você se perdeu. Se é tão fácil de imaginar. Tudo aquilo que me faz crescer. Tudo aquilo que me faz sonhar. E como eu vou lembrar você. Se você deixou de se importar. Com tudo que me faz viver. Com tudo que me faz acreditar. E como você se perdeu. Se é tão fácil de imaginar. Tudo aquilo que me faz crescer. Tudo aquilo que me faz sonhar,PORTUGUESE
/abril/,Algum Dia,/abril/algum-dia.html,"Eu não conseguia imaginar. Eu não queria entender. Se você deixou de me falar. Como eu iria esquecer?. Te quero tanto, quanto eu sei. Que eu não posso te ter.. Te quero tanto, e sinto muito. Por você não querer.. Algum dia, você vai precisar de companhia pra viver. Algum dia, você vai precisar de alegria, e vai ver.... Não era eu.. O que eu queria era encontrar. Tudo o que você perdeu.. Seria mais fácil recomeçar. Por um caminho que não é o meu. Te quero tanto, quanto eu sei. Que eu não posso te ter.. Te quero tanto, e ao mesmo tempo. Quero te esquecer!. Algum dia, você vai precisar de companhia pra viver. Algum dia, você vai precisar de alegria, e vai ter.... Mas não sou eu quem vai te dar. Você deixou de me amar...",PORTUGUESE
/abril/,Aline,/abril/aline.html,"Lendas que não existem. Futuro, passado, ganhar ou perder (te perder). Fotos de uma estação. Que as cinzas de outono me impedem de ver (de te ver). Mas se em algum momento parar de chover. E as canções que eu fiz conseguirem dizer. Que o que eu sinto é pouco demais pra você. Quem sabe eu possa viver. Aonde está você? Que eu não esqueci. Aonde foi você quando eu parti?. Aline.... Você vai lembrar. De quando você me pediu pra ficar. E eu não pudia mais. Fui embora tão sozinho sozinho. Aonde está você? Que eu não esqueci. Aonde foi você quando eu parti?. Aline.... Você vai lembrar. Você vai lembrar. Você vai lembrar. De mim",PORTUGUESE
/abril/,Aline 2,/abril/aline-2.html,"Lendas que não existem. Futuro, passado, ganhar ou perder (Te perder). Fotos de uma estação,. Que as cinzas de outono me impedem de ver (De te ver). Mas se em algum momento parar de chover. E as canções que eu fiz conseguirem dizer. Que o que eu sinto é pouco demais pra você. Quem sabe eu possa viver. Aonde está você?. Esqueci... Aonde foi você, quando eu parti?. Aline.. Você vai lembrar.... De quando você me pediu. Pra ficar eu não podia mais. Fui embora tão sozinho... Sozinho.. Aonde está você?. Que eu não esqueci. Aonde foi você quando eu parti?. Aonde está você?. Que eu não esqueci.. Aline.... Você vai lembrar... (4x). De mim.",PORTUGUESE
/abril/,Amador,/abril/amador.html,Não existe cura pra dores de alma. Remédio não há que faça adormecer o tempo. Há nuvens escuras que pairam acima do brilho do olhar. Mágoas não saem no removedor. Como é que se faz pra colar?. Será preciso engessar ossos do ofício do amor?. Como é que se faz pra colher a flor da pele sem dor?. Coração na mão. Os pés sobre uma corda bamba. Amadores são. A flecha sem alvo que dança,PORTUGUESE
/abril/,Amanhã,/abril/amanha.html,Amanhã. Diga. Fale tudo que souber. Corra. Faça da vida o que quiser. Sonhar. Voe alto sem perder a direção. Acordar. O medo não é solução. Tudo parou agora. Tudo mudou. Amanhã. Pode ser que o nada exista. E tudo seja ilusão. E o que importa agora. É esquecer então. Diga. Fale tudo que souber. Corra. Faça da vida o que quiser. E tudo parou agora. E tudo mudou. E amanhã. Pode ser que o nada exista. E tudo seja ilusão. E o que importa agora. É esquecer então. Amanhã. Será o fim de uma conquista. Ou de uma vida sem razão. E o que importa agora. É esquecer. Esquecer então,PORTUGUESE
/abril/,Anjos,/abril/anjos.html,Queria só te falar. O que era certo no momento. E a lembrança que ficou. Deixou passar o nosso tempo. Queria só me desculpar. Por não mostrar meu sentimento. Espero não te ver partir. Pra evitar meu sofrimento. Me deixa aqui. Me deixe com os anjos. Que vão me carregar. Pra longe de tudo que eu lembrar. Me deixa sorrir. Me deixe com quem pode me levar. Pra longe de tudo que eu construí pra te esperar. . Os anjos estão vindo apagar o que eu sinto por você. Os anjos estão vindo arrancar tudo o que me faz sofrer. Por não mostrar um sentimento. Me deixa aqui. Me deixe com os anjos. Que vão me carregar. Pra longe de tudo que eu lembrar. Me deixa sorrir. Me deixe com quem pode me levar. Pra longe de tudo que eu construí pra te esperar,PORTUGUESE
/abril/,Até Mais,/abril/ate-mais.html,"Nada mal, tudo igual. Mais do que você imaginou. Se tudo anda a frente. Até o presente pra trás ficou. Era tão ausente, pensava diferente. De tudo que um dia pensou. Andava pela rua, olhava para frente. Sentia-se carente, voou. Até mais, o dia não te esperou. E o que importa agora, se todos foram embora. E só você restou?. Nunca mais. A vida não te perdoou. O tempo passa agora, chove lá fora. Agora é hora de partir. Queira entender, nada é fácil. São coisas do prazer. Que nos fazem viver assim. Tudo mal, nada igual. Mais do que você imaginou. (Se tudo) Se tudo anda a frente. Até o presente pra trás ficou. Até mais, o dia não te esperou. E o que importa agora, se todos foram embora. E só você restou?. Nunca mais. A vida não te perdoou. O tempo passa agora, chove lá fora. Agora é hora de partir. Ooooh. Até mais. (Tudo mal, nada igual, tudo mal). (Se todos... E só você restou). Nunca mais, aaah. O tempo passa agora, chove lá fora. Agora é hora de partir. Queira entender...",PORTUGUESE
/abril/,Bons Dias,/abril/bons-dias.html,Tenha cuidado. Veja aonde vai pisar. Olhe para sua frente. Saiba caminhar. O dia ainda não nasceu. Eu vejo tudo a minha volta. Eu vejo aqui o teu olhar. Eu vejo tudo diferente. Aonde você possa estar. A noite ainda não morreu. Me diz o que te faz feliz (2x). Se algum dia encontrar você. E eu não chamar teu nome. É porque eu não sei viver sem você. Eu vejo tudo a minha volta. Eu vejo aqui o teu olhar. Eu vejo tudo diferente. Aonde você possa estar. Me diz o que te faz feliz. Me diz o que te faz feliz. Aonde você quer chegar?. Aonde eu queria estar?. Se tudo que eu tenho te faz lembrar. Bons dias. Se algum dia encontrar você. E eu não chamar teu nome. É porque eu não sei viver sem você. Se algum dia encontrar você. E eu não chamar teu nome. É porque eu não aprendi a viver,PORTUGUESE
/abril/,Documento,/abril/documento.html,"Fala alguma coisa, acredita. Desabafa logo, abre a boca e grita. Me explica tudo, procura a salvação. Me mostra o caminho, sai dessa prisão. Não me diz que eu tô errado, para de dizer que não. Não me deixa aqui parado, não anda na contra-mão. Eu já tô muito cansado, eu não aguento confusão. Leva embora minha vida, abra o seu coração. E deixa o sol entrar. Não me diz que eu tô errado, para de dizer que não. Não me deixa aqui parado, não anda na contra-mão. Eu já tô muito cansado, eu não aguento confusão. Leva embora minha vida, abra o seu coração. E deixa o sol entrar. Será que sou eu que não tenho nada. Então é você e sua ilusão. Será que eu sou carta marcada?. Mas balas não vem em minha direção. Vão contra o seu coração. Só pare de sonhar.... Será que sou eu que não tenho nada. Então é você e sua ilusão. Será que eu sou carta marcada?. Mas balas não vem em minha direção. Vão contra o seu coração",PORTUGUESE
/abril/,Domingo,/abril/domingo.html,Como vai você vivendo por aí?. Por aqui vou eu no mesmo lugar. De todos seus planos eu não desisti. E os meus eu procuro encontrar. Cansei de escrever. Quero te falar. Pra te conhecer preciso me achar. Pra dizer adeus eu só preciso cantar essa música. Faz tanto tempo que eu nem sei. Aonde procurar. Faz tanto tempo que eu nem sei. Aonde você está. Como vai você vivendo por aí?. Por aqui vou eu no mesmo lugar. De todos seus planos eu não desisti. E os meus eu procuro encontrar. Cansei de escrever. Eu quero te falar. Pra te conhecer preciso me achar. Pra dizer adeus eu só preciso cantar essa música. Faz tanto tempo que eu nem sei. Aonde procurar. Faz tanto tempo que eu nem sei. Aonde você está,PORTUGUESE
/abril/,Livre,/abril/livre.html,"Quando você se libertar. Aonde gostaria de ir?. Quem iria procurar?. O que ia te fazer sorrir?. Se errado fosse estar. Seria errado descobrir. O que você irá deixar. Pra quem nunca te deixou partir. Se há razão para chegar. Se ainda há tempo pra esquecer. Se eu não posso te levar. Aonde você for eu seguirei você. Pra onde você for voar. Eu vou na mesma direção. Estou onde você está. Vivo pra não morrer em vão. E quando menos esperar. Terá um novo caminho, e não. Vai ter motivos pra ficar. Perdida em tanta ilusão. Se está onde você quer estar. Dentro de um sonho. Ou sozinha em qualquer lugar. Se há razão para chegar. Se ainda há tempo pra esquecer. Se eu não posso te levar. Aonde você for eu seguirei você. Aonde você for eu seguirei você",PORTUGUESE
/abril/,Muda,/abril/muda.html,"A falta de visão que nos levou a tudo isso,. Foi tão difícil de se acustumar. Só quero olhar para frente e esquecer você. . Saber o meu lugar. em outro dias em tempos atrás eu vivi tão perdido. entre cartas que você deixou. lembranças que o tempo apagou. e se você não quiser ouvir as cancões de amor que não. dizem mais nada. poderiam dizer. Preciso te lembram como tu era no inicio. era um vicio difícil de deixar. procuro em tanta gente um espelho teu. não vejo nada não vejo nada. Tentando ser o que eu não era mais. eu vivo escondido em um mundo que você criou. (E nunca mais voltou lá para me libertar). E eu que não sei a onde chegar. já caminhei tanto para encontrar. e eu que não sei como te falar já escrevi tanto pra. cantar. Mais se você não quiser ouvir as cancões já não me. dizem mais nada. poderiam dizer. Poderiam dizer seu nome. poderiam dizer você x2. Poderiam dizer x2",PORTUGUESE
/abril/,Muggy,/abril/muggy.html,Muggy. Quando eu vou te pedir perdão?. Por não ter te encontrado. Quando estava tão. Sozinha ao meu lado. Na mesma direção. O que é viver em vão?. Por não ter conquistado. Tudo que tinha nas mãos. Eu sempre acreditei. Mais em mim do que em você. Se for melhor no fim. Desculpa se eu não soube te entender. É fácil de dizer estando longe de você. Eu já sei que me falta amor. Desculpa se eu não sei porquê. Eu sempre acreditei. Mais em mim do que em você. Se for melhor no fim. Desculpa se eu não soube te entender. É fácil de dizer estando longe de você. Eu já sei que me falta amor. Desculpa se eu não sei porquê. Eu já sei que me falta amor. Desculpa se eu não soube te entender. Eu já sei que me falta amor. Desculpa se eu não sei porquê. Quando eu vou te pedir perdão?. . . .:: Luisa Queinroz ::.,PORTUGUESE
/abril/,Não Mais,/abril/nao-mais.html,"Não mais:. Seria bom se não precisasse de você aqui. seria fácil chegar,. sem direção. eu não tinha mais pra onde ir,. mas você quis abandonar. E agora eu vejo que cansei, de te carregar. e mesmo assim ainda sei aonde você quer chegar.... Seria bom fazer de conta e sorrir, ver tudo. desmoronar. e nada disso vai valer, ou te fazer mudar. pensar e se arrepender, te fazer voltar. os dias são tão curtos não, desisto de tentar. só cansei de te esperar. Olho pra frente e não vejo você eu sigo em frente. e você não me vê, não mais.... O que eu queria eu consegui esquecer, e hoje em dia. eu não penso em te ver ... não mais.. Os dias são tão curtos não, desisto de tentar. Olho pra frente e não vejo você, eu sigo em frente. e você não me vê, não me vê.... O que eu queria eu consegui esquecer, e hoje em dia. eu não penso em te ver... Não mais, não mais ...",PORTUGUESE
/abril/,No Final,/abril/no-final.html,"Tá tudo bem se não precisa de ajuda. Eu não vim aqui pra ficar. Você me conhece tão bem, sabe que eu não tive saída. Pedindo pra você deixar eu ficar. Tá tudo bem, você já tem o que queria. Agora é só me libertar. Você me entende tão bem, deixando mais uma ferida. Que o tempo não pode curar. Você pode entender do jeito que quiser. Perdida no seu mundo ou entrando num mundo qualquer. Mas fora daqui. Nem tudo acaba bem. Afinal, no final. Eu ainda não sei quem é você. Tá tudo bem, eu não queria ter saída. Pedindo pra você deixar eu ficar. Nem tudo acaba bem. Afinal, no final. Eu ainda não sei quem é você",PORTUGUESE
/abril/,Noite,/abril/noite.html,"Caiu a noite tão depressa. E eu ali parado esperando a música parar. Era uma noite dessas. E eu pensando: Por que eu fui te encontrar?. Flores atiradas na calçada, um adeus tão frio e mais nada. Seja como for. Se hoje eu não te tenho mais. Ter tudo não me satisfaz. E se eu não fui bom nisso. Se eu não soube te fazer feliz. Você foi um vício. Levou a minha paz. E no final da festa. Teu olho verde não mentia mais. E o que me resta. É ir embora, (sem olhar pra trás) é ir embora. Uma história muito mal contada, página virada. Aonde foi que eu encontrei você?. Se hoje eu não te tenho mais. Ter tudo não me satisfaz. E se eu não fui bom nisso. Se eu não soube te fazer feliz. Você foi um vício. Se hoje eu não te tenho mais. Ter tudo não me satisfaz. E se eu não fui bom nisso. Se eu não soube te fazer feliz. Você foi um vício. Levou a minha paz",PORTUGUESE
/abril/,O Mundo,/abril/o-mundo.html,"Eu me perdi por querer viver. Às vezes acho que eu não sou daqui,. Não tente me entender. Não pense que eu fui tão bom assim pra você. Ninguém enxerga através de mim. Eu desço a rua olhando pro lado pra ver. Se o mundo ainda é igual ao meu. Se o meu nome ainda está ao lado do teu. Se o mundo ainda é igual ao meu. Se o meu nome ainda está ao lado do teu. Eu não sorri e não me deixei chorar. Mas não pense que eu não sofri. Por viver sem tentar. E quando penso em tudo que eu perdi. Por não dizer o que eu queria. Eu desço a rua olhando pro lado pra ver. Se o mundo ainda é igual ao meu. Se o meu nome ainda está ao lado do teu. Se o mundo ainda é igual ao meu. Se o meu nome ainda está ao lado do teu. Tente entender que ainda vivo tão sozinho. E te ver assim me faz esquecer. Tudo o que eu não quero mais. Então eu vou sozinho a caminhar. E sem destino eu vou tentando te encontrar. Pra te dizer que eu preciso me achar. Pra viver sem me perder. O mundo não é mais o meu. O mundo não é mais o meu",PORTUGUESE
/abril/,O Tempo E O Mundo,/abril/o-tempo-e-o-mundo.html,"Se você mora na minha rua. Se tudo isso te faz mal. Se hoje é cada um na sua. Se o seu mundo é real. Se essa vida é tão dura. Se hoje eu te quero bem. Mas se a verdade é sempre sua. O mundo é seu, de mais ninguém. Hoje o tempo parece voar. Se foi o que passou não vai voltar. Se todos eles são tão cegos. Se eles querem ser assim. Se a nossa vida é dispersa. Se o começo foi o fim. Se essa vida é tão dura. Se tudo isso te faz mal. Se a verdade é sempre sua. Se esse mundo é real. Hoje o tempo parece voar. Se foi o que passou não vai voltar. E o que nos restou. A gente não corre atrás. Se foi, se foi.... Hoje o tempo parece voar. Se foi o que passou não vai voltar. E o que nos restou. A gente não corre atrás. Se foi, se foi.... Hoje o tempo parece voar.. . / Patii Garcia",PORTUGUESE
/abril/,Paraíso Singular,/abril/paraiso-singular.html,"Pai, tá tudo certo. Vou levando a vida lá. As meninas já cresceram. Que saudade que me dá,. O futuro é incerto, mas não canso de tentar. Você me diz que está tão perto,. Mas ainda me faz falta um lar. Meu paraíso singular.... Mãe, eu vou vivendo, eu ainda quero mais. Nas ruas sinto o vento de alguns anos atrás,. Uma arma no deserto disparando pelo ar. Você esta sempre onde eu precisar,. Mas ainda me faz falta um lar. Meu paraíso singular.... Mãe, eu vou correndo, assim que você me chamar. É esse sentimento que é difícil de lidar,. Meu coração de encontro ao tempo. O tempo voa sem parar. Você me diz pra esquecer, não chorar,. Mas ainda me faz falta amar. Meu paraíso singular. . Correção: Carolina Goulart.",PORTUGUESE
